Timestamp,Strategy,Spot,RSI,RSI_Ready,VWAP,ATM_Strike,PCR,CE_Price,PE_Price,CE_OI,PE_OI,CE_Delta,PE_Delta,Status,PnL,Reason
10:56:33,STRATEGY_B,25926.25,27,True,26094.58,25950,0.76,135,107.2,17167,19212,0.5388,-0.4612,SCANNING,7222.5,Waiting for entry
10:56:41,STRATEGY_B,25929.7,32,True,26094.58,25950,0.76,136.35,106.45,17167,19212,0.5388,-0.4612,SCANNING,7222.5,Waiting for entry
10:56:49,STRATEGY_B,25930.1,33,True,26094.59,25950,0.76,136.7,105.2,17167,19212,0.5398,-0.4602,SCANNING,7222.5,Waiting for entry
10:56:57,STRATEGY_B,25930.35,33,True,26094.59,25950,0.76,137.25,104.15,17167,19212,0.5398,-0.4602,SCANNING,7222.5,Waiting for entry
10:57:05,STRATEGY_B,25928.05,31,True,26094.59,25950,0.76,136.15,105.55,17167,19212,0.5425,-0.4575,SCANNING,7222.5,Waiting for entry
10:57:13,STRATEGY_B,25927.3,31,True,26094.59,25950,0.76,136,106.1,17167,19212,0.5402,-0.4598,SCANNING,7222.5,Waiting for entry
10:57:21,STRATEGY_B,25927.5,31,True,26094.59,25950,0.76,137.4,105,17167,19212,0.5402,-0.4598,SCANNING,7222.5,Waiting for entry
10:57:28,STRATEGY_B,25927.75,31,True,26094.59,25950,0.76,137.7,105.15,17167,19212,0.5416,-0.4584,SCANNING,7222.5,Waiting for entry
10:57:36,STRATEGY_B,25930.2,33,True,26094.6,25950,0.76,137.4,104.95,17167,19212,0.5451,-0.4549,SCANNING,7222.5,Waiting for entry
10:57:45,STRATEGY_B,25931.2,34,True,26094.61,25950,0.76,138.85,103.3,17167,19212,0.5451,-0.4549,SCANNING,7222.5,Waiting for entry
10:57:52,STRATEGY_B,25932.3,36,True,26094.61,25950,0.76,138.7,104,17167,19212,0.5484,-0.4516,SCANNING,7222.5,Waiting for entry
10:58:00,STRATEGY_B,25931.7,35,True,26094.62,25950,0.76,138.25,104.85,17167,19212,0.5468,-0.4532,SCANNING,7222.5,Waiting for entry
10:58:07,STRATEGY_B,25931.2,35,True,26094.62,25950,0.76,138.1,104.5,17167,19212,0.5468,-0.4532,SCANNING,7222.5,Waiting for entry
10:58:16,STRATEGY_B,25930.9,34,True,26094.63,25950,0.76,138.4,104.75,17167,19212,0.5451,-0.4549,SCANNING,7222.5,Waiting for entry
10:58:24,STRATEGY_B,25929.05,33,True,26094.63,25950,0.76,137.5,105.2,17167,19212,0.547,-0.453,SCANNING,7222.5,Waiting for entry
10:58:33,STRATEGY_B,25927.75,32,True,26094.63,25950,0.76,137.4,104.6,17167,19212,0.547,-0.453,SCANNING,7222.5,Waiting for entry
10:58:40,STRATEGY_B,25928.75,33,True,26094.63,25950,0.76,138.75,104.2,17365,18863,0.5457,-0.4543,SCANNING,7222.5,Waiting for entry
10:58:48,STRATEGY_B,25930.1,34,True,26094.65,25950,0.76,138.35,104.15,17365,18863,0.5461,-0.4539,SCANNING,7222.5,Waiting for entry
10:58:55,STRATEGY_B,25927.55,32,True,26094.64,25950,0.76,137.1,105.7,17365,18863,0.5461,-0.4539,SCANNING,7222.5,Waiting for entry
10:59:03,STRATEGY_B,25925.6,30,True,26094.64,25950,0.76,135.6,106.95,17365,18863,0.5469,-0.4531,SCANNING,7222.5,Waiting for entry
10:59:10,STRATEGY_B,25925.2,30,True,26094.64,25950,0.76,134.7,106.95,17365,18863,0.5407,-0.4593,SCANNING,7222.5,Waiting for entry
10:59:20,STRATEGY_B,25925.5,30,True,26094.64,25950,0.76,136.45,106.45,17365,18863,0.541,-0.459,SCANNING,7222.5,Waiting for entry
10:59:26,STRATEGY_B,25925.75,30,True,26094.64,25950,0.76,136.7,106.15,17365,18863,0.541,-0.459,SCANNING,7222.5,Waiting for entry
10:59:34,STRATEGY_B,25927.7,32,True,26094.64,25950,0.76,136.6,106.15,17365,18863,0.5416,-0.4584,SCANNING,7222.5,Waiting for entry
10:59:42,STRATEGY_B,25928.25,33,True,26094.65,25950,0.76,136.9,105.75,17365,18863,0.5438,-0.4562,SCANNING,7222.5,Waiting for entry
10:59:49,STRATEGY_B,25928.2,33,True,26094.65,25950,0.76,136.5,106.5,17365,18863,0.5438,-0.4562,SCANNING,7222.5,Waiting for entry
10:59:58,STRATEGY_B,25927.45,32,True,26094.65,25950,0.76,135.8,106.6,17365,18863,0.5422,-0.4578,SCANNING,7222.5,Waiting for entry
11:00:15,STRATEGY_B,25930.3,36,True,26094.65,25950,0.76,137,105.65,17365,18863,0.5403,-0.4597,IN_POSITION_PE,-18.75,Monitoring @ Rs.105.65
11:00:23,STRATEGY_B,25930.4,36,True,26094.65,25950,0.76,137.75,104.7,17365,18863,0.5403,-0.4597,IN_POSITION_PE,-90.0,Monitoring @ Rs.104.70
11:00:31,STRATEGY_B,25928.25,33,True,26094.65,25950,0.76,135.05,106.65,17365,18863,0.5442,-0.4558,IN_POSITION_PE,56.25,Monitoring @ Rs.106.65
11:00:39,STRATEGY_B,25932.4,39,True,26094.65,25950,0.76,136.85,105.2,17365,18863,0.5442,-0.4558,IN_POSITION_PE,-52.5,Monitoring @ Rs.105.20
11:00:49,STRATEGY_B,25932.75,40,True,26094.65,25950,0.76,136.85,105.1,17365,18863,0.5442,-0.4558,IN_POSITION_PE,-60.0,Monitoring @ Rs.105.10
11:00:56,STRATEGY_B,25931.0,37,True,26094.66,25950,0.76,138,104.7,17365,18863,0.5447,-0.4553,IN_POSITION_PE,-90.0,Monitoring @ Rs.104.70
11:01:04,STRATEGY_B,25929.95,36,True,26094.66,25950,0.76,137.5,105.35,17365,18863,0.5447,-0.4553,IN_POSITION_PE,-41.25,Monitoring @ Rs.105.35
11:01:11,STRATEGY_B,25928.8,35,True,26094.66,25950,0.76,136,106.7,17365,18863,0.5444,-0.4556,IN_POSITION_PE,60.0,Monitoring @ Rs.106.70
11:01:20,STRATEGY_B,25928.6,35,True,26094.67,25950,0.76,135.95,106.65,17365,18863,0.5406,-0.4594,IN_POSITION_PE,56.25,Monitoring @ Rs.106.65
11:01:27,STRATEGY_B,25927.3,34,True,26094.67,25950,0.76,135.95,106.45,17365,18863,0.5406,-0.4594,IN_POSITION_PE,41.25,Monitoring @ Rs.106.45
11:01:35,STRATEGY_B,25927.75,34,True,26094.67,25950,0.76,136.75,105.8,17365,18863,0.5415,-0.4585,IN_POSITION_PE,-7.5,Monitoring @ Rs.105.80
11:01:42,STRATEGY_B,25927.85,34,True,26094.67,25950,0.76,135.5,106.65,17784,18824,0.541,-0.459,IN_POSITION_PE,56.25,Monitoring @ Rs.106.65
11:01:50,STRATEGY_B,25928.1,35,True,26094.68,25950,0.76,135.45,107,17784,18824,0.541,-0.459,IN_POSITION_PE,82.5,Monitoring @ Rs.107.00
11:01:57,STRATEGY_B,25928.85,35,True,26094.67,25950,0.76,136.1,105.8,17784,18824,0.5407,-0.4593,IN_POSITION_PE,-7.5,Monitoring @ Rs.105.80
11:02:04,STRATEGY_B,25928.05,35,True,26094.67,25950,0.76,135.8,106.4,17784,18824,0.5407,-0.4593,IN_POSITION_PE,37.5,Monitoring @ Rs.106.40
11:02:11,STRATEGY_B,25929.0,36,True,26094.67,25950,0.76,136,106.45,17784,18824,0.538,-0.462,IN_POSITION_PE,41.25,Monitoring @ Rs.106.45
11:02:17,STRATEGY_B,25929.3,36,True,26094.68,25950,0.76,137,105.8,17784,18824,0.538,-0.462,IN_POSITION_PE,-7.5,Monitoring @ Rs.105.80
11:02:24,STRATEGY_B,25930.05,37,True,26094.68,25950,0.76,136.7,105.85,17784,18824,0.5427,-0.4573,IN_POSITION_PE,-3.75,Monitoring @ Rs.105.85
